diagnosis_code,en_name ,ar_name ,category
,Haemorrhage due to factor Xa inhibitor,نزيف بسبب مثبط العامل Xa,other Coagulation factor deficiencies
,Other specified haemorrhagic diseases due to acquired coagulation factor defects,أمراض نزفية أخرى محددة بسبب عيوب عامل التخثر المكتسبة,other Coagulation factor deficiencies
,"Coagulation defects, unspecified",عيوب التخثر غير المحددة تقريبا,other Coagulation factor deficiencies
,Inherited fibrinolytic defects,عيوب انحلال الفيبرين الموروثة,other Coagulation factor deficiencies
,Congenital alpha-2 antiplasmin deficiency,نقص مضاد البلازمين ألفا-2 الخلقي,other Coagulation factor deficiencies
,Congenital plasminogen activator inhibitor type 1 deficiency,نقص مثبط منشط البلازمينوجين الخلقي من النوع 1,other Coagulation factor deficiencies
,Other specified inherited fibrinolytic defects,عيوب تحلل الفيبرين الموروثة الأخرى المحددة,other Coagulation factor deficiencies
,"Inherited fibrinolytic defects, unspecified","عيوب انحلال الفيبرين الموروثة ، غير المحددة تقريبا",other Coagulation factor deficiencies
,Acquired fibrinolytic defects,عيوب تحلل الفيبرين المكتسبة,other Coagulation factor deficiencies
,Non-thrombocytopenic purpura,فرفرية غير كثافة الصفيحات,other Coagulation factor deficiencies
,Hereditary vascular purpura,فرفرية الأوعية الدموية الوراثية,other Coagulation factor deficiencies
,Acquired vascular purpura,فرفرية الأوعية الدموية المكتسبة,other Coagulation factor deficiencies
,Thrombophilia,التخثر,other Coagulation factor deficiencies
,Hereditary thrombophilia,التخثر الوراثي,other Coagulation factor deficiencies
,Hyperhomocysteinaemia,فرط الهوموسيستينيوم,other Coagulation factor deficiencies
,Other specified hereditary thrombophilia,التخثر الوراثي المحدد الآخر,other Coagulation factor deficiencies
,Acquired thrombophilia,التخثر المكتسب,other Coagulation factor deficiencies
,Other specified thrombophilia,التخثر الخاضع المحدد الآخر,other Coagulation factor deficiencies
,"Thrombophilia, unspecified",التخثر غير المحدد تقريبا,other Coagulation factor deficiencies
,Inherited qualitative platelet defects,عيوب الصفائح الدموية النوعية الموروثة,other Coagulation factor deficiencies
,Alpha-granule diseases,أمراض ألفا الحبيبية,other Coagulation factor deficiencies
,Inherited giant platelet disorder,اضطراب الصفائح الدموية العملاقة الموروثة,other Coagulation factor deficiencies
,Other specified inherited qualitative platelet defects,عيوب الصفائح الدموية النوعية الموروثة الأخرى المحددة,other Coagulation factor deficiencies
,"Inherited qualitative platelet defects, unspecified","عيوب الصفائح الدموية النوعية الموروثة ، غير المحددة",other Coagulation factor deficiencies
,Bleeding diathesis due to thromboxane synthesis deficiency,أهبة النزيف بسبب نقص تخليق الثرومبوكسان,other Coagulation factor deficiencies
,Isolated thrombocytopenia,قلة الصفيحات المعزولة,other Coagulation factor deficiencies
,Dense granule disease,مرض الحبيبات الكثيفة,other Coagulation factor deficiencies
,Alpha-delta dense granule deficiency,نقص الحبيبات الكثيفة ألفا دلتا,other Coagulation factor deficiencies
,Haemophagocytic syndrome associated with infection,متلازمة البلعمة الدموية المرتبطة بالعدوى,other Coagulation factor deficiencies
,Other specified qualitative platelet defects,عيوب الصفائح الدموية النوعية المحددة الأخرى,other Coagulation factor deficiencies
,"Qualitative platelet defects, unspecified",عيوب الصفائح الدموية النوعية غير المحددة,other Coagulation factor deficiencies
,Thrombocytosis,كثرة الصفيحات,other Coagulation factor deficiencies
,Congenital thrombocytosis,كثرة الصفيحات الخلقية,other Coagulation factor deficiencies
,Acquired thrombocytosis,كثرة الصفيحات المكتسبة,other Coagulation factor deficiencies
,Secondary thrombocytosis,كثرة الصفيحات الثانوية,other Coagulation factor deficiencies
,Other specified acquired thrombocytosis,كثرة الصفيحات المكتسبة المحددة الأخرى,other Coagulation factor deficiencies
,"Acquired thrombocytosis, unspecified",كثرة الصفيحات المكتسبة غير المحددة تقريبا,other Coagulation factor deficiencies
,Other specified thrombocytosis,كثرة الصفيحات المحددة الأخرى,other Coagulation factor deficiencies
,"Thrombocytosis, unspecified",كثرة الصفيحات غير المحددة تقريبا,other Coagulation factor deficiencies
,Thrombocytopenia,قلة الصفيحات,other Coagulation factor deficiencies
,Congenital thrombocytopenia,قلة الصفيحات الخلقية,other Coagulation factor deficiencies
,Congenital non-inherited thrombocytopenia,قلة الصفيحات الخلقية غير الوراثية,other Coagulation factor deficiencies
,Hereditary thrombocytopenia,قلة الصفيحات الوراثية,other Coagulation factor deficiencies
,"Congenital thrombocytopenia, unspecified","قلة الصفيحات الخلقية، غير محددة",other Coagulation factor deficiencies
,Acquired thrombocytopenia,قلة الصفيحات المكتسبة,other Coagulation factor deficiencies
,Immune thrombocytopenic purpura,فرفرية نقص الصفيحات المناعية,other Coagulation factor deficiencies
,Secondary thrombocytopenic purpura,فرفرية نقص الصفيحات الثانوية,other Coagulation factor deficiencies
,Drug-induced thrombocytopenic purpura,فرفرية نقص الصفيحات الناجمة عن المخدرات,other Coagulation factor deficiencies
,Alloimmune thrombocytopenia,قلة الصفيحات المناعية,other Coagulation factor deficiencies
,Thrombotic thrombocytopenic purpura,فرفرية نقص الصفيحات الخثارية,other Coagulation factor deficiencies
,Other specified acquired thrombocytopenia,قلة الصفيحات المكتسبة الأخرى المحددة,other Coagulation factor deficiencies
,"Thrombocytopenia, unspecified",قلة الصفيحات غير المحددة تقريبا,other Coagulation factor deficiencies
,"Thrombotic microangiopathy, not elsewhere classified","اعتلال الأوعية الدموية المجهري الخثاري، غير مصنف في مكان آخر",other Coagulation factor deficiencies
,"Other specified coagulation defects, purpura or other haemorrhagic or related conditions",عيوب التخثر المحددة الأخرى أو الفرفرية أو غيرها من الحالات النزفية أو الحالات ذات الصلة,other Coagulation factor deficiencies
,"Coagulation defects, purpura or other haemorrhagic or related conditions, unspecified",عيوب التخثر أو فرفرية أو غيرها من الحالات النزفية أو الحالات ذات الصلة غير المحددة تقريبا,other Coagulation factor deficiencies
,Hepatic fibrosis or cirrhosis,التليف الكبدي أو تليف الكبد,"Liver
Cirrhosis"
,Hepatic cirrhosis,تليف الكبد الكبدي,"Liver
Cirrhosis"
,Certain specified fibrosis or cirrhosis of liver,بعض التليف أو تليف الكبد المحدد,"Liver
Cirrhosis"
,"Hereditary North American Indian childhood
cirrhosis","الطفولة الوراثية للهنود في أمريكا الشمالية
تليف الكبد","Liver
Cirrhosis"
,Idiopathic copper-associated cirrhosis,تليف الكبد المرتبط بالنحاس مجهول السبب,"Liver
Cirrhosis"
,Other specified hepatic fibrosis or cirrhosis,تليف كبدي محدد آخر أو تليف الكبد,"Liver
Cirrhosis"
,"Hepatic fibrosis or cirrhosis, unspecified",التليف الكبدي أو تليف الكبد غير المحدد تقريبا,"Liver
Cirrhosis"
,Alcoholic hepatitis with cirrhosis,التهاب الكبد الكحولي مع تليف الكبد,"Liver
Cirrhosis"
,Alcoholic cirrhosis of liver without hepatitis,تليف الكبد الكحولي بدون التهاب الكبد,"Liver
Cirrhosis"
,"Drug-induced or toxic liver disease with chronic
hepatitis with cirrhosis","أمراض الكبد الناجمة عن الأدوية أو السامة مع أمراض مزمنة
التهاب الكبد مع تليف الكبد","Liver
Cirrhosis"
,Drug-induced or toxic liver disease with chronic hepatitis without cirrhosis,مرض الكبد الناجم عن الأدوية أو السام مع التهاب الكبد المزمن بدون تليف الكبد,Liver Cirrhosis
,"Drug-induced or toxic liver disease with fibrosis
or cirrhosis of liver","مرض الكبد الناجم عن الأدوية أو السام مع التليف
أو تليف الكبد","Liver
Cirrhosis"
,Primary sclerosing cholangitis with cirrhosis,التهاب الأقنية الصفراوية المصلب الأولي مع تليف الكبد,"Liver
Cirrhosis"
,Hepatic fibrosis,التليف الكبدي,"Liver
Cirrhosis"
,Alcoholic liver fibrosis,تليف الكبد الكحولي,"Liver
Cirrhosis"
,Non-cirrhotic portal fibrosis,تليف الباب غير الكبدي,"Liver
Cirrhosis"
,Non-alcoholic fatty liver disease,مرض الكبد الدهني غير الكحولي,fatty liver
,"Non-alcoholic fatty liver disease without non-
alcoholic steatohepatitis","مرض الكبد الدهني غير الكحولي بدون
التهاب الكبد الدهني الكحولي",fatty liver
,Other specified non-alcoholic fatty liver disease,أمراض الكبد الدهنية غير الكحولية المحددة الأخرى,fatty liver
,"Non-alcoholic fatty liver disease, unspecified",مرض الكبد الدهني غير الكحولي غير المحدد تقريبا,fatty liver
,Alcoholic fatty liver,الكبد الدهني الكحولي,fatty liver
,"Drug-induced or toxic liver disease with fatty
liver","أمراض الكبد الناجمة عن الأدوية أو السامة مع الدهون
كبد",fatty liver
,"Drug-induced or toxic liver disease with chronic
fatty liver disease","أمراض الكبد الناجمة عن الأدوية أو السامة مع أمراض مزمنة
مرض الكبد الدهني",fatty liver
