International non-proprietary name (INN)-8-mg/4ml-Dosage form,Proprietary (Trade) name,Prescribing level,Pre-AuthorizationProtocol
Neutral insulin injection + Isophane insulin 210/90S.C,Insulinagypt  70/30 I.U/ml 3ml 5 cartidge,طبيب أسرة,Pre-authorization
Neutral insulin injection + Isophane insulin 210/90S.C,Insulinagypt  70/30 I.U/ml 3ml 1 cartidge,طبيب أسرة,Pre-authorization
Neutral insulin injection + Isophane insulin 70/30S.C,Mixtard 70/30 I.U./ml Penfill 3 ml 5 cartidge,طبيب أسرة,Pre-authorization
Neutral insulin injection + Isophane insulin 70/30S.C,Mixtard 70/30 I.U./ml Penfill 3 ml 1 cartidge,طبيب أسرة,Pre-authorization
Neutral insulin injection + Isophane insulin 70/30S.C,HUMULIN 70/30 I.U/ml 3ml 5 cartridge,طبيب أسرة,Pre-authorization
Neutral insulin injection + Isophane insulin 70/30S.C,HUMULIN 70/30 I.U/ml 3ml 1 cartridge,طبيب أسرة,Pre-authorization
Insulin aspart +  Insulin protamine 50/50S.C,NovoMix 50 Flexpen 3 ml 5 PFP,أخصائي,Pre-authorization
Insulin aspart +  Insulin protamine 50/50S.C,NovoMix 50 Flexpen 3 ml 1 PFP,أخصائي,Pre-authorization
insulin lispro + Insulin protamine 50/50S.C,Humalog Mix 50/50 KWIKPEN 100 U/ml 3ml 5 PFP,أخصائي,Pre-authorization
insulin lispro + Insulin protamine 50/50S.C,Humalog Mix 50/50 KWIKPEN 100 U/ml 3ml 1 PFP,أخصائي,Pre-authorization
Insulin aspart +  Insulin protamine 70/30S.C,Novomix 70/30 Flexpen 3 ml 5 PFP,أخصائي,Pre-authorization
Insulin aspart +  Insulin protamine 70/30S.C,Novomix 70/30 Flexpen 3 ml 1 pen,أخصائي,Pre-authorization
insulin lispro + Insulin protamine 25/75S.C,HUMALOG MIX 25 100 U./ml 3 ml 5 Cartridge,أخصائي,Pre-authorization
insulin lispro + Insulin protamine 25/75S.C,HUMALOG MIX 25 100 U./ml 3 ml 1 Cartridge,أخصائي,Pre-authorization
insulin lispro + Insulin protamine 25/75S.C,HUMALOG MIX 25/100 U./ml Kwikpen 3 ml 5 PFP,أخصائي,Pre-authorization
insulin lispro + Insulin protamine 25/75S.C,HUMALOG MIX 25/100 U./ml Kwikpen 3 ml 1 PFP,أخصائي,Pre-authorization
insulin degludec 100/S.C,Tresiba 300I.u/3 ml 5 PFP,أخصائي,Conditional Pre-authorization
insulin degludec 100/S.C,Tresiba 300I.u/3 ml 1 PFP,أخصائي,Conditional Pre-authorization
insulin degludec 100/S.C,Tresiba 300 I.u/3 ml 5 cartidge,أخصائي,Conditional Pre-authorization
insulin degludec 100/S.C,Tresiba 300 I.u/3 ml 1 cartidge,أخصائي,Conditional Pre-authorization
insulin degludec + Insulin Aspart 2.56/1.05S.C,Ryzodeg 100 IU/ml 3ml 5 Flexpen,استشاري,Conditional Pre-authorization
insulin degludec + Insulin Aspart 2.56/1.05S.C,Ryzodeg flexpen 100 IU/ml 3ml 1 PFP,استشاري,Conditional Pre-authorization
insulin detemir 100/S.C,LEVEMIR flexipen 100 I.u./ml 3ml  5 PFP,أخصائي,Conditional Pre-authorization
insulin detemir 100/S.C,LEVEMIR flexipen 100 I.u./ml 3ml 1 PFP,أخصائي,Conditional Pre-authorization
insulin glargine 100/S.C,Lantus cartridge 100 IU/ml 3 ml 5 cartidge,أخصائي,Conditional Pre-authorization
insulin glargine 100/S.C,Lantus cartridge 100 IU/ml 3 ml 1 cartidge,أخصائي,Conditional Pre-authorization
insulin glargine 100/S.C,Lantus Solostar 100 IU/ml 3 ml 5 PFP,أخصائي,Conditional Pre-authorization
insulin glargine 100/S.C,Lantus Solostar 100 IU/ml 3 ml 1 PFP,أخصائي,Conditional Pre-authorization
insulin glargine 300/S.C,Toujeo 300 unit/ml 1.5 ml 5 PFP,أخصائي,Conditional Pre-authorization
insulin glargine 300/S.C,Toujeo 300unit/ml 1.5 ml 1 PFP,أخصائي,Conditional Pre-authorization
insulin glargine 300/S.C,Toujeo 300unit/ml 1.5 ml 3 PFP,أخصائي,Conditional Pre-authorization
insulin glargine + Lixisenatide 100/33S.C,Soliqua 100+33/3ml 3 PFP,استشاري,Pre-authorization
insulin glargine + Lixisenatide 100/33S.C,Soliqua 100+33/3ml 1 PFP,استشاري,Pre-authorization
insulin glargine + Lixisenatide 100/50S.C,Soliqua 100+50/3ml 3 PFP,استشاري,Pre-authorization
insulin glargine + Lixisenatide 100/50S.C,Soliqua 100+50/3ml 1 PFP,استشاري,Pre-authorization
Metformin 500/Orally,Cidophage 500 mg 10 tab,طبيب أسرة,Protocol
Metformin 500/Orally,Mepaphage 500 mg 10 tab,طبيب أسرة,Protocol
Metformin 500/Orally,Mepaphage 500 mg 30 tab,طبيب أسرة,Protocol
Metformin 500/Orally,Metformin 500 mg 10 tab BP 2022,طبيب أسرة,Protocol
Metformin 500/Orally,Metformin 500 mg 200 tab B.P 2022,طبيب أسرة,Protocol
Metformin 500/Orally,GLUCOPHAGE 500 mg 10 tab,طبيب أسرة,Protocol
Metformin 500/Orally,GLUCOPHAGE 500 mg 20 tab,طبيب أسرة,Protocol
Metformin 850/Orally,Cidophage 850 mg 60 tab,طبيب أسرة,Protocol
Metformin 850/Orally,Cidophage 850 mg 30 tab,طبيب أسرة,Protocol
Metformin 850/Orally,Cidophage 850 mg 10 tab,طبيب أسرة,Protocol
Metformin 850/Orally,Mepaphage SR 850 mg 30 tab,طبيب أسرة,Protocol
Metformin 850/Orally,Mepaphage SR 850 mg 10 tab,طبيب أسرة,Protocol
Metformin 780/Orally,Cidophage 1 gm 20 tab,طبيب أسرة,Protocol
Metformin 780/Orally,Cidophage 1 gm 10 tab,طبيب أسرة,Protocol
Metformin 1000/Orally,Mepaphage XR 1gm 10 tab,طبيب أسرة,Protocol
Metformin 1000/Orally,Mepaphage XR 1gm 30 tab,طبيب أسرة,Protocol
Metformin 780/Orally,GLUCOPHAGE 1000 mg 30 tab,طبيب أسرة,Protocol
Metformin 780/Orally,GLUCOPHAGE 1000 mg 10 tab,طبيب أسرة,Protocol
Metformin 780/Orally,GLUCOPHAGE XR 1000 mg 30 tab,طبيب أسرة,Protocol
Metformin 780/Orally,GLUCOPHAGE XR 1000 mg 10 tab,طبيب أسرة,Protocol
Glyburide (glibenclamide) 5/Orally,Glibenase 5 mg 20 tab,طبيب أسرة,Protocol
Glyburide (glibenclamide) 5/Orally,Glibenase 5 mg 10 tab,طبيب أسرة,Protocol
Glyburide (glibenclamide) 5/Orally,GLIBEN 5mg tab 20 tab,طبيب أسرة,Protocol
Glyburide (glibenclamide) 5/Orally,GLIBEN 5mg tab 10 tab,طبيب أسرة,Protocol
Gliclazide 30/Orally,DIAMEDIZEN 30 mg 30 tab,طبيب أسرة,Protocol
Gliclazide 30/Orally,DIAMEDIZEN 30 mg 10 tab,طبيب أسرة,Protocol
Gliclazide 30/Orally,DIAMICRON MR 30 30 tab,طبيب أسرة,Protocol
Gliclazide 30/Orally,DIAMICRON MR 30 mg 10 tab,طبيب أسرة,Protocol
Gliclazide 60/Orally,Diamedizen 60mg 30 tab,طبيب أسرة,Protocol
Gliclazide 60/Orally,Diamedizen 60mg 10 tab,طبيب أسرة,Protocol
Gliclazide 60/Orally,Diamicron 60 MR 30 tab,طبيب أسرة,Protocol
Gliclazide 60/Orally,Diamicron 60 MR 10 tab,طبيب أسرة,Protocol
Gliclazide 80/Orally,Dianormal 80mg 20 tab,طبيب أسرة,Protocol
Gliclazide 80/Orally,Dianormal 80mg 10 tab,طبيب أسرة,Protocol
Glimepiride 1/Orally,Diabenor 1 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 1/Orally,Dolcyl 1 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 1/Orally,Dolcyl 1 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 1/Orally,Amaryl 1 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 1/Orally,Amaryl 1 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 2/Orally,Dolcyl 2  mg 10 tab,طبيب أسرة,Protocol
Glimepiride 2/Orally,Dolcyl 2 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 2/Orally,Diabenor 2 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 2/Orally,Diabenor 2 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 2/Orally,Amaryl 2 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 2/Orally,Amaryl 2 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 3/Orally,Dolcyl 3 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 3/Orally,Dolcyl 3 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 3/Orally,Diabenor 3 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 3/Orally,Diabenor 3 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 3/Orally,Amaryl 3 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 3/Orally,Amaryl 3 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 4/Orally,Dolcy 4 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 4/Orally,Dolcy 4 mg 30 tab,طبيب أسرة,Protocol
Glimepiride 4/Orally,Amaryl 4 mg 10 tab,طبيب أسرة,Protocol
Glimepiride 4/Orally,Amaryl 4 mg 30 tab,طبيب أسرة,Protocol
Pioglitazone 15/Orally,Hi-Glitazone 15mg 10 tab,طبيب أسرة,Protocol
Pioglitazone 15/Orally,Hi-Glitazone 15mg 30 tab,طبيب أسرة,Protocol
Pioglitazone 15/Orally,ACTOS 15mg 30 tab,طبيب أسرة,Protocol
Pioglitazone 30/Orally,Hi-GLUSTAZON 30 mg 10 tab,طبيب أسرة,Protocol
Pioglitazone 30/Orally,Hi-GLUSTAZON 30 mg 30 tab,طبيب أسرة,Protocol
Pioglitazone 30/Orally,ACTOS 30mg 30 tab,طبيب أسرة,Protocol
Pioglitazone 45/Orally,Diabetonorm 45 mg 15 tab,طبيب أسرة,Protocol
Repaglinide 0.5/Orally,NOVONORM 0.5 mg 30 tab,طبيب أسرة,Protocol
Repaglinide 0.5/Orally,NOVONORM 0.5 mg 15 tab,طبيب أسرة,Protocol
Repaglinide 1/Orally,NOVONORM 1 mg 30 tab,طبيب أسرة,Protocol
Repaglinide 1/Orally,NOVONORM 1 mg 15 tab,طبيب أسرة,Protocol
Repaglinide 2/Orally,NOVONORM 2 mg 30 tab,طبيب أسرة,Protocol
Repaglinide 2/Orally,NOVONORM 2 mg 15 tab,طبيب أسرة,Protocol
Vildagliptin 50/Orally,Gliptus 50 mg 10 tab,أخصائي,Protocol
Vildagliptin 50/Orally,Gliptus 50 mg 30 tab,أخصائي,Protocol
Vildagliptin 50/Orally,Sugarlo 50mg 10 tab,أخصائي,Protocol
Vildagliptin 50/Orally,Sugarlo 50mg 30 tab,أخصائي,Protocol
Vildagliptin 50/Orally,Vanvilda 50mg 10 tab,أخصائي,Protocol
Vildagliptin 50/Orally,GALVUS 50mg 28 tab,أخصائي,Protocol
Vildagliptin 50/Orally,GALVUS 50mg 7 tab,أخصائي,Protocol
Vildagliptin 50/Orally,GALVUS 50mg 28 tab,أخصائي,Protocol
Vildagliptin 50/Orally,GALVUS 50mg 14tab,أخصائي,Protocol
Sitagliptin 50/Orally,Januvia 50 mg 28 tab,أخصائي,Protocol
Sitagliptin 50/Orally,Januvia 50 mg 14tab,أخصائي,Protocol
Sitagliptin 100/Orally,Glaptivia 100 mg 10 tab,أخصائي,Protocol
Sitagliptin 100/Orally,Glaptivia 100 mg 30 tab,أخصائي,Protocol
Sitagliptin 100/128.5Orally, Pharmabetic 100 mg 10 tab,أخصائي,Protocol
Sitagliptin 100/128.5Orally, Pharmabetic 100 mg 30 tab,أخصائي,Protocol
Sitagliptin 100/Orally,JANUVIA 100 mg 28 tab,أخصائي,Protocol
Sitagliptin 100/Orally,JANUVIA 100 mg 14 tab,أخصائي,Protocol
Linagliptin 5/Orally,Trajenta 5 mg 30 tab,أخصائي,Protocol
Alogliptin 6.25/Orally,Prandaglim 6.25MG 10 tab,أخصائي,Protocol
Alogliptin 6.25/Orally,Prandaglim 6.25MG 30 tab,أخصائي,Protocol
Alogliptin 12.5/Orally,Aloglipt 12.5mg 30 tab,أخصائي,Protocol
Alogliptin 12.5/Orally,Aloglipt 12.5mg 10 tab,أخصائي,Protocol
Alogliptin 12.5/Orally,Oliptina 12.5 mg 30 tab,أخصائي,Protocol
Alogliptin 12.5/Orally,Oliptina 12.5 mg 10 tab,أخصائي,Protocol
Alogliptin 25/Orally,Aloglipt 25 mg 30 tab,أخصائي,Protocol
Alogliptin 25/Orally,Aloglipt 25 mg 10 tab,أخصائي,Protocol
Alogliptin 25/Orally,Inhiglip 25 mg 10 tab,أخصائي,Protocol
Alogliptin 25/Orally,Inhiglip 25 mg 30 tab,أخصائي,Protocol
Dapagliflozin 5/Orally,Diglifloz 5mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin 5/Orally,Diglifloz 5mg 30 tab,أخصائي,Pre-authorization
Dapagliflozin 5/Orally,Forxiga 5 mg 28 tab,أخصائي,Pre-authorization
Dapagliflozin 5/Orally,Forxiga 5 mg 14 tab,أخصائي,Pre-authorization
Dapagliflozin 10/Orally,Forflozin 10 mg 30 tab,أخصائي,Pre-authorization
Dapagliflozin 10/Orally,Forflozin 10 mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin 10/Orally,Forxiga 10 mg 28 tab,أخصائي,Pre-authorization
Dapagliflozin 10/Orally,Forxiga 10 mg 14 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Atcogliflozin 10mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Atcogliflozin 10mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally, Empacoza 10 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally, Empacoza 10 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Glempozin 10 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Glempozin 10 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Mellitofix 10 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Mellitofix 10 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Giflog 10 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Jardiance 10 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 10/Orally,Jardiance 10 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally, Empacoza 25 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally, Empacoza 25 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally,Atcogliflozin 25 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally,Atcogliflozin 25 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally,Giflog 25 mg 10 Tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally,Jardiance 25 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin 25/Orally,Jardiance 25 mg 10 tab,أخصائي,Pre-authorization
Glyburide + Metformin 2.5/400Orally,Glimet 2.5/400 mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 2.5/400Orally,Glimet 2.5/400 mg 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 2.5/500/5 Orally,Glybofen 2.5/500mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 2.5/500/5 Orally,Glybofen 2.5/500mg 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 2.5/390/500 Orally,Glucovance 500/2.5 mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 2.5/390/500 Orally,Glucovance 500/2.5 mg 15 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/500/5 Orally,Glybofen 5/500 mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/500/5 Orally,Glybofen 5/500 mg 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/500/5 Orally,GLUOKAN 5/500 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/500/5 Orally,GLUOKAN 5/500 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/390Orally,GLUCOVANCE 500/5mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/390Orally,GLUCOVANCE 500/5mg 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/800Orally,GLIMET FORTE 5/800 mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/800Orally,GLIMET FORTE 5/800 mg 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/1000/5 Orally,Glybofen 5/1000 mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/1000/5 Orally,Glybofen 5/1000 mg 10 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/1000/5 Orally,Glucovance 1000/5mg 30 tab,طبيب أسرة,Protocol
Glyburide + Metformin 5/1000/5 Orally,Glucovance 1000/5mg 10 tab,طبيب أسرة,Protocol
Glimepiride + Metformin 2/500Orally,Dolcyl M 2/500 mg 20 tab,طبيب أسرة,Protocol
Glimepiride + Metformin 2/500Orally,Dolcyl M 2/500 mg 10 tab,طبيب أسرة,Protocol
Glimepiride + Metformin 2/500Orally,AMARYL M 2500 mg 10 tab,طبيب أسرة,Protocol
Glimepiride + Metformin 2/500Orally,AMARYL M 2500 mg 30 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/500Orally,Averofage 15/500mg 30 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/500Orally,Averofage 15/500mg 10 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/500Orally,Bioglita Plus 15/500mg 20 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/500Orally,Bioglita Plus 15/500mg 10 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/850Orally,AVEROFAGE 15/850mg 30 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/850Orally,AVEROFAGE 15/850mg 10 tab,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/850Orally,Bioglita Plus 15/850mg 20 tab ,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/850Orally,Bioglita Plus 15/850mg 30 tab ,طبيب أسرة,Protocol
Pioglitazone + Metformin 15/850Orally,Bioglita Plus 15/850mg 10 tab ,طبيب أسرة,Protocol
Vildagliptin + Metformin 50/500Orally,Sugarlo Plus 50/500 mg 30 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/500Orally,Sugarlo Plus 50/500 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/500Orally,Vanvilda 50/500 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/500Orally,GALVUS MET 50/500 mg 30 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/500Orally,GALVUS MET 50/500 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/850Orally,Sugarlo Plus 50/850 mg 30 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/850Orally,Sugarlo Plus 50/850 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/850Orally,Vanvilda 50/850 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/850Orally,GALVUS MET 50/850 mg 30 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/850Orally,GALVUS MET 50/850 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/1000Orally,Sugarlo Plus 50/1000 mg 30 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/1000Orally,Sugarlo Plus 50/1000 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/1000Orally,Vanvilda 50/1000 mg 10 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/1000Orally,GALVUS MET 50/1000mg 30 tab,أخصائي,Protocol
Vildagliptin + Metformin 50/1000Orally,GALVUS MET 50/1000mg 10 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/500Orally,Glaptivia Plus 50/500 mg 30 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/500Orally,Glaptivia Plus 50/500 mg 10 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/500Orally,Gleptomet 50/500 mg 10 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/500Orally,Gleptomet 50/500 mg 30 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/500Orally,JANUMET 50/500mg 56 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/500Orally,JANUMET 50/500mg 14 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/850Orally,JANUMET 50/850mg 56 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/850Orally,JANUMET 50/850mg 14 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/1000Orally,Glaptivia Plus 50/1000 mg 30 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/1000Orally,Glaptivia Plus 50/1000 mg 10 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/1000Orally,Gleptomet 50/1000 mg 30 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/1000Orally,Gleptomet 50/1000 mg 10 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/1000Orally,Janumet 50/1000 mg 56 tab,أخصائي,Protocol
Sitagliptin + Metformin 50/1000Orally,Janumet 50/1000 mg 14 tab,أخصائي,Protocol
Alogliptin + Metformin 12.5/500Orally,Prandaglim Met 12.5/500 mg 10 tab,أخصائي,Protocol
Alogliptin + Metformin 12.5/1000Orally,Prandaglim Met 12.5/1000 mg 30 tab,أخصائي,Protocol
Alogliptin + Metformin 12.5/1000Orally,Prandaglim Met 12.5/1000 mg 10 tab,أخصائي,Protocol
Dapagliflozin + Metformin 5/500Orally,Diaflozimet 5/500m 30 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/500Orally,Diaflozimet 5/500mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/850Orally,Dapaveldactin plus 5/850 mg 28 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/850Orally,Dapaveldactin plus 5/850 mg 7 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/1000Orally,Diglifloz Plus 5/1000 mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/1000Orally,Diglifloz Plus 5/1000 mg 30 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/1000Orally,Diaflozimet 5/1000 mg 50 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/1000Orally,Diaflozimet 5/1000 mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/1000Orally,Xigduo 5/1000 mg 56 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 5/1000Orally,Xigduo 5/1000 mg 14tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 10/500Orally,Diaflozimet 10 /500 mg 30 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 10/500Orally,Diaflozimet 10 /500 mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 10/1000Orally,Dapablix Met 10/1000 mg 30 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 10/1000Orally,Dapablix Met 10/1000 mg 10 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 10/1000Orally,Forflozin plus 10/1000 mg XR 30 tab,أخصائي,Pre-authorization
Dapagliflozin + Metformin 10/1000Orally,Forflozin plus 10/1000 mg XR 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 5/500Orally,Mellitofix Met 5/500 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 5/500Orally,Mellitofix Met 5/500 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 5/1000Orally,Mellitofix Met 5/1000 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 5/1000Orally,Mellitofix Met 5/1000 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 5/1000Orally,Empagliform 5/1000 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 5/1000Orally,Empagliform 5/1000 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/500Orally,Mellitofix Met 12.5/500 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/500Orally,Mellitofix Met 12.5/500 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/500Orally,Empagliform 12.5/500 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/500Orally,Empagliform 12.5/500 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Mellitofix Met 12.5/1000 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Mellitofix Met 12.5/1000 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Empagliform 12.5/1000 mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Empagliform 12.5/1000 mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Gliflozamet 12.5/1000mg 30 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Gliflozamet 12.5/1000mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Synjardy 12.5/1000mg 60 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 12.5/1000Orally,Synjardy 12.5/1000mg 10 tab,أخصائي,Pre-authorization
Empagliflozin + Metformin 10/1000Orally,Empagliform XR 10/1000 mg 30 tab,أخصائي,Pre-authorization
