uhia_code ,ar_name,en_name ,category,,,,,,,,,,,,,,,,,,
UHIA-1044,أشعة مقطعية على شرايين القلب بالصبغة,CT Angiography Of Coronary Arteries With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1067,اشعة مقطعية بالصبغة على الشريان الأورطي بالصبغة,CT Angiography Of Aorta With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2298,أشعة مقطعية على شرايين الرئة بالصبغة,CT Angiography Lung Arteries With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2299,أشعة مقطعية على أوردة المركزية الرئيسية بالصبغة,CT Venography Central Viens With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-3760,أشعة مقطعية على الوريد البابي,CT Venography Portal Vien,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-3761,أشعة مقطعية على الوريد الأجوف العلوي والسفلي,CT Inferior& Superior Vena Cava,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-0998,أشعة مقطعية على شرايين الجهاز الهضمي بالصبغة,CT Angiography Git Arteries With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1034,أشعة مقطعية بالصبغة على شرايين الكلى بالصبغة,CT Renal Arteries Angiography,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1065,اشعة مقطعية على شرايين الاطراف العلوية بالصبغة,CT Upper Limb Arteries Angiography With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1042,أشعة مقطعية على أوردة طرف علوى واحد بالصبغة,CT Upper Limb Venography - One Limb,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1061,أشعة مقطعية على شرايين الأطراف السفلية بالصبغة,CT Lower Limbs Angiography,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1043,أشعة مقطعية على أوردة طرف سفلى واحد بالصبغة,CT Lower Limb Venography - One Limb,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1007,أشعة مقطعية على الفقرات العنقية,CT Cervical Spine,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1006,أشعة مقطعية على الفقرات الصدرية (3 مستويات),CT Thoracic Spine 3 Levels,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1008,أشعة مقطعية على الفقرات القطنية (3 مستويات),CT Lumbar Spine 3 Levels,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-3733,أشعة مقطعية على الفقرات العجزية,CT Sacrum Spine,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2300,أشعة مقطعية على العمود الفقري بالكامل,CT Whole Spine,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2301,أشعة مقطعية على كامل الجسم حوادث من الرأس الى القدم,CT Whole Body (Trauma Protocol),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2302,أشعة مقطعية على عظام الفكين,CT Jaws,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2303,أشعة مقطعية على عظام الترقوة,CT Clavicle,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2304,أشعة مقطعية على عظام الكتف,CT Shoulder,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2305,أشعة مقطعية على عظام المرفق,CT Elbow Joint,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2306,أشعة مقطعية على عظام الرسغ,CT Wrist,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2307,أشعة مقطعية على عظام الحرقفي,CT Ilium Bones,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1049,أشعة مقطعية على عظام الحوض,CT Pelvic Bones,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1054,أشعة مقطعية على عظام الركبة,CT Knee Joint,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2308,أشعة مقطعية على عظام الكاحل,CT Ankle Joint,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2309,أشعة مقطعية على عظام العضد ,CT Humerus,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2310,أشعة مقطعية على عظام الساعد,CT Forearm,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1050,أشعة مقطعية على عظام الفخذ,CT Femur Bone,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1055,أشعة مقطعية على عظام الساق,CT Leg,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2311,أشعة مقطعية على عظام اليد,CT Hand,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1053,أشعة مقطعية على عظام القدم,CT Foot,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1051,أشعة مقطعية على عظام الكعب,CT Heel Bones,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2312,أشعة مقطعية على العظام ثلاثية الابعاد,CT 3D Msk ( Muskoloskeletal ),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2313,أشعة مقطعية على المفصل بحقن الصبغة داخل المفصل,CT Arthrography Of Shoulder,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1016,أشعة مقطعية لقياس الأطراف,CT Scanogram (For Measurement Or Limb Length),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1071,أشعة مقطعية منظار افتراضي للحنجرة ,CT Virtual Laryngoscopy,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1072,أشعة مقطعية منظار افتراضي للقصبة وشعب هوائية,CT Virtual Bronchoscopy,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1073,أشعة مقطعية منظار افتراضي للقولون,CT Virtual Colonography,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1074,أشعة مقطعية منظار افتراضي للمعدة,CT Virtual Gastroscopy,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1228,أشعة رنين مغناطيسي على المخ,MRI Brain,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1270,أشعة رنين مغناطيسي على المخ وشرايين المخ (جلطة دماغية),MRI Brain & Cerebral Vessels ( Stroke ),أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1264,أشعة رنين مغناطيسي على المخ ( خاصية الانتشار ),MRI Brain Diffusion,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1276,أشعة رنين مغناطيسي على شرايين المخ,Mra Brain,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1238,أشعة رنين مغناطيسي على أوردة المخ,MRV Intracranial Venous System,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1274,أشعة رنين مغناطيسي على شرايين الرقبة,MRA Neck,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1247,أشعة رنين مغناطيسي طيفي علي المخ,MRI Brain Spectroscopy ( Mrs ),أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2314,أشعة رنين مغناطيسي تشبع علي المخ ,MRI Brain Perfusion,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2315,أشعة رنين مغناطيسي وظيفي على المخ,MRI Brain Functional,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1302,أشعة رنين مغناطيسي لقياس سرعة تدفق السائل النخاعي,MRI CSF Flowmetry,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2316,أشعة رنين مغناطيسي علي الاعصاب المخية,MRI Cranial Nerves,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1289,أشعة رنين مغناطيسي علي المسارات العصبية D T I,MRI Brain Dti (Tractography),أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1222,أشعة رنين مغناطيسي على الغدة النخامية,MRI Pituitary Gland,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1221,أشعة رنين مغناطيسي على العين والعصب البصرى,MRI Orbit & Optic Nerve,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1230,أشعة رنين مغناطيسي على الأذن الداخلية,MRI Middle Ear Bone,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1251,أشعة رنين مغناطيسي على الجيوب الأنفية,MRI Paranasal Sinuses,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1303,أشعة رنين مغناطيسي على قاع الجمجمة ,MRI Skull Base,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1224,أشعة رنين مغناطيسي على الفقرات العنقية,MRI Cervical Spine,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1261,أشعة رنين مغناطيسي على الفقرات العنقية والظهرية,MRI Cervical & Thoracic Spines,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1223,أشعة رنين مغناطيسي على الفقرات الصدرية,MRI Thoracic Spine,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1260,أشعة رنين مغناطيسي على الفقرات الظهرية القطنية,MRI Dorso Lumbar Spines,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1225,أشعة رنين مغناطيسي على الفقرات القطنية العجزية,MRI Lumbosacral Spines,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2317,أشعة رنين مغناطيسي على الفقرات العجزية و العصعصية,MRI Sacral Spine,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2318,أشعة رنين مغناطيسي على كامل العمود الفقري,MRI Whole Spine,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1258,أشعة رنين مغناطيسي على الضفيرة العصبية,MRI Nerve Plexus,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1259,أشعة رنين مغناطيسي على العصب,MRI Nerve,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1231,أشعة رنين مغناطيسي على (myelography) سائل النخاع الشوكى ,MRI Myelography,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1220,أشعة رنين مغناطيسي على العنق,MRI Neck,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1219,أشعة رنين مغناطيسي على الصدر,MRI Chest,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1226,أشعة رنين مغناطيسي على القلب,MRI Heart,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1292,أشعة رنين مغناطيسي علي عضلة القلب مع المجهود الدوائي,MRI Cardiac Dobutamine Stress ,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1213,أشعة رنين مغناطيسي على الثديين,MRI Breast Bilateral,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1212,أشعة رنين مغناطيسي على البطن,MRI Abdomen,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1216,أشعة رنين مغناطيسي على الحوض,MRI Pelvis,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2319,أشعة رنين مغناطيسي على البطن و الحوض,MRI Abdomen & Pelvis,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2320,أشعة رنين مغناطيسي على الامعاء الدقيقة,MRI Small Intestine,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2321,أشعة رنين مغناطيسي على الناسور الشرجي,MRI Fistulogram Perianal,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2322,أشعة رنين مغناطيسي على عضلات الحوض,MRI Pelvic Floor \ Defecography ,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2323,أشعة رنين مغناطيسي على البروستاتا,MRI Prostate,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1236,أشعة رنين مغناطيسي على القنوات المرارية البنكرياسية (MRCP),MRI Mrcp ,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1237,أشعة رنين مغناطيسي على حوض الكلى و الحالب (MR urography),MRI Urography ( MRU ),أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2324,أشعة رنين مغناطيسي على مفصل الفك,MRI TMJ,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1227,أشعة رنين مغناطيسي على مفصل الكتف,MRI Shoulder,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1257,أشعة رنين مغناطيسي على الذراع,MRI Arm,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1242,رنين مغناطيسي على مفصل الكوع,MRI Elbow,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2325,أشعة رنين مغناطيسي علي الساعد ,MRI Forearm,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2326,أشعة رنين مغناطيسي علي مفصل الرسغ,MRI Wrist Joint,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2327,أشعة رنين مغناطيسي علي اليد,MRI Hand,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1278,أشعة رنين مغناطيسي على مفصل الحوض,MRI Hip Joint,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1241,رنين مغناطيسي على الفخذ,MRI Thigh,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1218,أشعة رنين مغناطيسي على مفصل الركبة,MRI Knee Joint Unilateral,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2328,أشعة رنين مغناطيسي علي الساق,MRI Leg,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2329,أشعة رنين مغناطيسي على مفصل الكاحل,MRI Ankle Joint,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1254,أشعة رنين مغناطيسي على القدم ,MRI Foot Unilateral,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2330,أشعة رنين مغناطيسي على المفصل مع حقن الصبغة داخله,MRI Arthrography With Contrast,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2331,أشعة رنين مغناطيسي على غضروف المفصل,MRI Joint Cartilage,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1233,أشعة رنين مغناطيسي الشريان الأورطي الصدري,MRA Thoracic Aorta,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1232,أشعة رنين مغناطيسي الشريان الأورطي البطني,MRA Abdominal Aorta,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1244,أشعة رنين مغناطيسي على شرايين الكلى,MRA Renal Arteries,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1273,أشعة رنين مغناطيسي على شرايين البطن,MRI Abdominal Arteriography,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1277,أشعة رنين مغناطيسي على شرايين وأوردة الكبد,MRI Portal Vessels,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2332,أشعة رنين مغناطيسي على الطرف العلوى,MRI Upper Limb,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2333,أشعة رنين مغناطيسي على الطرف السفلى,MRI Lower Limb,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1234,تخدير فحص رنين مغناطيسي,Anesthesia Mri,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-1280,أشعة رنين مغناطيسي على وضع استكمالي,MRI Complementary Position,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2334,أشعة رنين مغناطيسي على كامل الجسم - عضلات - شرايين,MRI Whole Body,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
UHIA-2335,أشعة رنين مغناطيسي على الجنين و المشيمة,MRI Pregnancy Fetal\Placenta,أشعة الرنين المغناطيسي,,,,,,,,,,,,,,,,,,
